game,skill_description,task,timestamp
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.76781558990479
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.76952171325684
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.77108240127563
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.77276349067688
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.77450037002563
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.77621698379517
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.77781748771667
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.77958011627197
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7811381816864
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.7829394340515
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.78456568717957
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.78635144233704
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.78791213035583
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.78967332839966
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.79132318496704
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.79300594329834
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7946469783783
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.79637932777405
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.79800868034363
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.7997920513153
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.80148816108704
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.80321717262268
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.80496501922607
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.80673003196716
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8084602355957
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.81011128425598
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8117344379425
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.81358575820923
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8151559829712
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.81685757637024
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.81848192214966
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.82010054588318
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8216803073883
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.82342433929443
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.82499194145203
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.8266956806183
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8283429145813
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.83005952835083
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.83169054985046
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.83342242240906
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.83505988121033
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.83678483963013
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.83859372138977
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.84039402008057
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8419907093048
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.84372353553772
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.84544849395752
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.84716963768005
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.84883880615234
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.8505403995514
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.85213351249695
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.85381412506104
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.85547637939453
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.8571422100067
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.85874152183533
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.86053895950317
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8621747493744
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.86395955085754
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.86557698249817
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.86730360984802
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8689181804657
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.87067222595215
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.87231516838074
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.87402606010437
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8756229877472
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.87737846374512
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.87901258468628
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.88097476959229
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.88268423080444
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.8844554424286
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8860569000244
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.8877363204956
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8894121646881
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.89116024971008
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.89283156394958
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.89459562301636
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8962366580963
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.89795660972595
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.8995795249939
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.90129780769348
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.90290904045105
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9046778678894
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.90672397613525
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9089720249176
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.91097450256348
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.91289114952087
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.91462588310242
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9164822101593
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.91828417778015
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.92004919052124
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.92184042930603
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9236969947815
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.92530870437622
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.92705845832825
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.92875623703003
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.93057107925415
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.932311296463
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.93415713310242
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.93590331077576
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.93772530555725
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.93952250480652
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9417426586151
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.9439389705658
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9458041191101
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.94755291938782
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.94953274726868
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.95156741142273
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9536416530609
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.9570460319519
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.96014881134033
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.9620327949524
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.96397972106934
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.96587014198303
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9678521156311
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.97029781341553
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.97279930114746
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.9753942489624
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.97816133499146
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.98017120361328
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.98202514648438
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.98396611213684
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.98585748672485
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.98775458335876
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.98960065841675
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.99369621276855
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.9971420764923
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.000590801239
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.0030279159546
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.00499629974365
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.00707721710205
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.00952816009521
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.01216506958008
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.0148904323578
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.01789808273315
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.02136373519897
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.0243809223175
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.02726888656616
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.03001737594604
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.03221130371094
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.03536581993103
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.03863334655762
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.04390335083008
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.04677748680115
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.04972553253174
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.05242943763733
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.05499029159546
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.05815362930298
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.062331199646
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.0654423236847
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.0679714679718
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.07041358947754
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.07293939590454
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.07652163505554
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.07980370521545
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.08250212669373
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.08524656295776
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.08773136138916
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.09048914909363
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.0940399169922
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.09682273864746
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.09923243522644
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.10160732269287
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,180.1039035320282
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,180.10645580291748
